date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude,month,day,year,time
12/26/2003 1:00,newmarket (canada),on,ca,light,2700,around 45 min,i was siting in a  truck  with a friend adn saw a light that were changing colors and kept on seperating into 3 lights  over and over a,4/27/2004,44.05,-79.45,12,26,2003,1:00
12/26/2003 23:00,sicamous (canada),bc,ca,diamond,3600,approx: 1 hour,HBCCUFO CANADIAN REPORT:  Objects seen shooting out other objects,1/17/2004,50.833333,-119,12,26,2003,23:00
12/26/2003 23:30,sicamous (canada),bc,ca,light,37800,1 1/2 hours - more.,HBCCUFO CANADIAN REPORT:  RCMP Investigate and observe object.,3/17/2004,50.833333,-119,12,26,2003,23:30
12/26/2003 23:30,sicamous (canada),bc,ca,light,37800,1 1/2 hours - more.,HBCCUFO CANADIAN REPORT:  RCMP report - Sicamous&#44 British Columbia Sighting.,3/17/2004,50.833333,-119,12,26,2003,23:30
12/26/2004 13:30,coimbatore (india),,in,disk,120,2min,Saucer shaped object brown metallic was seen descending just as i was watching the report on sea surges throughout asia thought these,1/11/2005,11.016845,76.955832,12,26,2004,13:30
12/26/2004 19:38,toronto (canada),on,ca,formation,6,6 seconds,At about 19:38 pm I was out trying to view the comet Machholz as I was looking up in the sky directly above me while standing facing di,1/11/2005,43.666667,-79.416667,12,26,2004,19:38
12/26/2004 22:30,thong nai pan (koh phan gan)(thailand),,th,light,2700,45mins,Whilst holidaying on the island of Koh Phangan Thailand 10 of us witnessed an extra large red pulsating star like object in the sky(we,1/27/2005,16.414106,99.771069,12,26,2004,22:30
12/26/2005 19:15,buldana (india),,in,light,30,30 seconds,At 19.15 hrs on 26/12/2005 in Buldana Maharashtra state of India we saw a very bright light(just like a big star)travelling very slowly,2/14/2006,20.5333,76.1833,12,26,2005,19:15
12/26/2005 21:50,peachland (canada),bc,ca,other/unspecified,600,10 min,Ultrabright light travelling at high speeds and dancing in the sky,2/14/2006,49.766667,-119.75,12,26,2005,21:50
12/26/2006 18:45,kirkuk (iraq),,iq,flare,75,1:15,2 Groups of Stationary Fire Lines lasting over an hour,2/1/2007,35.466667,44.316667,12,26,2006,18:45
12/26/2006 19:20,glasgow (uk/scotland),,gb,light,120,2 minutes,Orange pulsing light - moved erratically then went straight up and disappeared.,2/1/2007,55.833333,-4.25,12,26,2006,19:20
12/26/2007 0:45,ajax (canada),on,ca,flare,120,2:00 minutes,Bright Orange Ligth over Ajax Ontario,1/21/2008,43.85,-79.016667,12,26,2007,0:45
12/26/2007 13:25,ransbach-baumbach (germany),,de,round,12,12 seconds,Oval accerlating to incredible speed. 500 Lights On Object0: Yes,3/4/2008,50.466667,7.733333,12,26,2007,13:25
12/26/2007 20:00,maceio (brasil),,br,round,3,3 seconds,Flame red oval object moving fast on Maceio 26 Dec 2007 20:00 PM about,1/21/2008,-9.649849,-35.708949,12,26,2007,20:00
12/26/2008 17:30,gloucestershire (uk/england),,gb,round,480,8 minutes,4 orange spherical objects seen in around 2 minute intervals ont he same path,1/10/2009,51.833333,-2.166667,12,26,2008,17:30
12/26/2008 21:15,reading (uk/england),,gb,flare,180,3 mins,2 orange balls of light like a plane was on fire,3/19/2009,51.433333,-1,12,26,2008,21:15
12/26/2009 19:30,gatineau (canada),qc,ca,light,10,10 seconds,Flashes of neon/led-like blue that lasted a few seconds.,4/13/2010,45.483333,-75.65,12,26,2009,19:30
12/26/2009 20:00,bedford (uk/england),,gb,egg/teardrop,120,2 mins,Red Craft,2/14/2010,52.133333,-0.45,12,26,2009,20:00
12/26/2009 21:09,bangalore (india),,in,triangle,30,1 and a half minute,Nagarbhavi in Bangalore&#44 India- Three-winged triangular object with blinking lights.,2/14/2010,12.971599,77.594563,12,26,2009,21:09
12/26/2009 21:15,dundee (uk/scotland),,gb,flare,900,15 mins,Around a dozen bright glowing orange objects following exactly the same path before stopping and fading to nothing&#44 as if moving out in,2/14/2010,56.5,-2.966667,12,26,2009,21:15
12/26/2010 0:00,dnepropetrovsk (ukraine),,ua,disk,300,5 min,Two flying saucer type of objects sighted at night by two women in large city in Ukraine near Russian border,1/5/2011,48.464717,35.046183,12,26,2010,0:00
12/26/2010 18:45,burlington (canada),on,ca,rectangle,300,5 miniutes,5 lights in sky in Burlington&#44 Ontario Boxing Day,1/5/2011,43.316667,-79.8,12,26,2010,18:45
12/26/2010 21:55,napier (new zealand),,nz,light,480,7-8 mins,Four reddish coloured lights appeared in the night sky in a triangular formation&#44 one light below the lower apex&#44 began separating...,1/5/2011,-39.492844,176.912018,12,26,2010,21:55
12/26/2012 0:00,hudson (canada),qc,ca,light,420,5-7  minutes,We were driving Quarry point and saw a light hovering in the sky about a few km away (1000ft in the air).,2/4/2013,45.45,-74.15,12,26,2012,0:00
12/26/2012 0:00,scarborough (canada),on,ca,round,60,~1 minute,At 12am on Dec 26&#442012 i went on my 8th floor balcony north facing to have a cigarette.I noticed a orangish red light size of a bas,2/4/2013,43.75,-79.2,12,26,2012,0:00
12/26/2012 13:20,annecy (france),,fr,diamond,2,seconds,Low flying delta shaped object in middle of the day.,2/4/2013,45.899247,6.129384,12,26,2012,13:20
12/26/2013 19:00,sydney (australia),,au,other/unspecified,600,10 minutes,black dot doing circles then flying at speed out of sight.,1/10/2014,-33.861481,151.205475,12,26,2013,19:00
12/27/1980 1:00,raf bentwaters (uk/england),,gb,rectangle,7200,2 hours,Additional information (eyewitness account) of the Bentwaters Incident,10/31/2003,52.12785,1.435047,12,27,1980,1:00
12/27/1984 21:00,capricorn coast (australia),,au,light,600,10mins,A super bright&#44 sharp&#44 red light travelled at supersonic speeds around a tropical storm cell&#44 in Australia.,5/11/2005,-23.119252,150.745403,12,27,1984,21:00
12/27/1995 3:00,winnipeg (canada),mb,ca,other/unspecified,900,5-15mins,Weird lights over Winnipeg,2/18/2001,49.883333,-97.166667,12,27,1995,3:00
12/27/1998 4:38,christchurch (new zealand),,nz,other/unspecified,12,12 seconds,Moving extreamely fast&#44 no sound&#44 changed direction. >From one end of the night sky to the other in 11 seconds.,2/16/1999,-43.532054,172.636225,12,27,1998,4:38
12/27/2000 19:15,ballater&#44 aberdeenshire (uk/scotland),,gb,triangle,180,3 minutes,Triangular Craft hovering above the trees at the roadside 5 miles from Queens summer residence&#44 Balmoral Castle&#44 Royal Deeside Scotland,1/3/2001,57.05003,-3.036649,12,27,2000,19:15
12/27/2000 22:35,leeds (uk/england),,gb,disk,6,6 sec&#39s,Sausage shape&#44 bright white&#44 traveling east to west.,1/3/2001,53.8,-1.583333,12,27,2000,22:35
12/27/2002 23:30,kirkland (canada),pq,ca,triangle,5,5 seconds,V-shaped light formation,2/5/2003,45.46,-73.85,12,27,2002,23:30
12/27/2003 16:00,meppen/emmen (between) (germany/holland),,de,flare,900,15 minutes,On the border of Germany and Holland we saw a fireball changing into a fire egg and chaging again into the tail of a star.This is t,1/17/2004,52.785804,6.897585,12,27,2003,16:00
12/27/2006 2:30,victoria (canada),bc,ca,round,3600,1 hour,Bright saucer spinning &amp; zig zagging in the night sky.,2/1/2007,46.216667,-63.483333,12,27,2006,2:30
12/27/2006 20:00,bishops castle (uk/england),,gb,round,300,5 mins,Two moon sized orange globes hanging in the sky in countryside above hills which were alongside each other then shot off at speed and d,2/1/2007,52.5,-3,12,27,2006,20:00
12/27/2007 21:25,hull (uk/england),,gb,light,300,5 mintues,Three orange/amber lights observed in Hull England on the 27th December 2007 at 21:25,3/4/2008,53.716667,-0.333333,12,27,2007,21:25
12/27/2008 0:00,southampton (uk/england),,gb,round,4,0.04,2 Orange circular lights in sky over Southampton 27/12/08,1/10/2009,50.9,-1.4,12,27,2008,0:00
12/27/2009 0:07,oshawa (canada),on,ca,round,5,4-5 seconds,Low flying bright neon green spherical object moving slow just above houses,2/14/2010,43.9,-78.866667,12,27,2009,0:07
12/27/2010 17:45,chatham (canada),on,ca,round,300,5 minutes,a lot of people must have seen this orange object over the skys of chatham,1/5/2011,42.4,-82.183333,12,27,2010,17:45
12/28/1999 16:28,kota kinabalu/sabah (malaysia),,my,disk,120,2 minutes,Shiny metallic object&#44 disc shaped&#44 silent and hovering.,12/2/2000,5.976474,116.115777,12,28,1999,16:28
12/28/2002 19:10,stoke-on-trent (uk/england),,gb,formation,4,4seconds,Red m Shaped Crafts flying in an upside down V formation,3/4/2003,53,-2.183333,12,28,2002,19:10
12/28/2003 10:00,hyas (canada),sk,ca,flare,1800,20 to 30 min,It was a clear night just after christmas time when I was walking home from my cuzins who lives about a block down from where I live. I,4/9/2004,51.89408,-102.259836,12,28,2003,10:00
12/28/2003 19:30,stratford (canada),on,ca,other/unspecified,900,15 minutes,Golf ball sized white light seen moving outside house&#44 about 100 feet in the air.  Disappeared into thin air; lasted about 15 min.,1/17/2004,46.22,-63.1,12,28,2003,19:30
12/28/2004 19:00,hadera (israel),,il,round,7200,2 hours,I saw about 3 or 5 dots of light in the sky for about 2 hours above the mediterranean sea.,1/24/2014,32.434046,34.919652,12,28,2004,19:00
12/28/2005 17:30,lancashire (uk/england),,gb,round,7200,1-2 hours,strange glowing light in the sky over fleetwood englang uk.,2/14/2006,53.888996,-2.633778,12,28,2005,17:30
12/28/2005 19:40,wabowden (canada),mb,ca,light,5,5 seconds,Blue light seen near Thompson&#44 Manitoba. zig zagged and diappeared behind horizon.,2/14/2006,54.916667,-98.633333,12,28,2005,19:40
12/28/2005 20:00,cancun (cancun),,mx,other/unspecified,5,half hour,multicolored &quot;Star&quot; changing formation.  ((NUFORC Note:  Possible sighting of Sirius??  PD)),3/4/2008,21.161908,-86.851528,12,28,2005,20:00
12/28/2006 3:30,punta cana (dominican republic),,do,round,600,5-10 mins,I was staying at a resort in Punta cana&#44 Dominican Republic over the xmas and new years holidays last year (&#8217;06).  What I saw was the m,4/27/2007,18.533333,-68.366667,12,28,2006,3:30
12/28/2006 23:00,nottingham (uk/england),,gb,round,300,5 minutes,UK orange sphere,2/1/2007,52.966667,-1.166667,12,28,2006,23:00
12/28/2008 10:30,harrogate (uk/england),,gb,round,900,15minutes,3 orange lights passing over Harrogate UK.,1/10/2009,53.983333,-1.533333,12,28,2008,10:30
12/28/2008 19:30,birmingham (uk/england),,gb,round,60,1min 30,Sighting of spinning lights near Birmingham UK .   28/12/08 about 7:30pm on the motorway.,1/10/2009,52.466667,-1.916667,12,28,2008,19:30
12/28/2009 1:25,blackburn (uk/england),,gb,light,60,1 minute,bright glowing orange object,2/14/2010,55.866667,-3.633333,12,28,2009,1:25
12/28/2010 11:58,kowloon (hong kong) (china),,cn,round,120,1-2 minutes,Hong Kong 2nd January&#44 2010. On the day of 28th December 2010&#44 at Hong Kong time 11.58-12.00hrs.I have seen an Ufo moving in th,1/5/2011,22.318567,114.179606,12,28,2010,11:58
12/28/2010 22:30,vancouver (canada),bc,ca,light,1200,20 minutes,approx. 12 red spheres following thesame flight path,1/5/2011,49.25,-123.133333,12,28,2010,22:30
12/28/2013 18:40,harrogate (uk/england),,gb,triangle,10,10 seconds,Small triangular formation of lights  performs flight display then vanishes over playing field.,1/10/2014,53.983333,-1.533333,12,28,2013,18:40
12/28/2013 23:00,lafleche (canada),sk,ca,light,60,1 minutes,2 white light 40 miles away apro  1 mile apart  moved from ground level to outer space  on an angle.,2/27/2014,49.7,-106.566667,12,28,2013,23:00
12/29/1977 2:00,whitehorse (canada),bc,ca,light,3600,1 hour,Nightime sighting by many witnesses which forced a police car and fire truck off the road,5/12/2009,60.716667,-135.05,12,29,1977,2:00
12/29/1994 1:15,halifax (uk/england),,gb,round,30,30seconds,Strange moving light spotted over Siddal&#44 Halifax&#44 England.,2/18/2001,53.716667,-1.85,12,29,1994,1:15
12/29/2000 19:34,orleans (canada),on,ca,round,360,6 minutes,we were coming home from our chalet and we saw a total of seven crafts with bright red lights on them.,2/18/2001,45.466667,-75.516667,12,29,2000,19:34
12/29/2002 21:00,lubbeek (belgium),,be,light,30,+/- 30 sec.,when we were biking whe were chased by a oval formed lightbolt,3/4/2003,50.883,4.83927,12,29,2002,21:00
12/29/2003 19:00,liverpool (uk/england),,gb,round,300,5 mins,at 17;00 on 29/12/03 i was in the back garden of my house smoking a ciggarette&#44as i was looking up at the sky I saw three round objects,1/17/2004,53.416667,-3,12,29,2003,19:00
12/29/2003 19:04,uk/england,,gb,other/unspecified,163,2 minutes 43 seconds,i was telling my friend to look but he could not hear me &#44it would not let me look away,1/17/2004,52.355518,-1.17432,12,29,2003,19:04
12/29/2004 22:00,sydney (australia),,au,diamond,600,10 minutes,4 people saw 2 massive&#44 purple diamond lights in the sky.,5/15/2006,-33.861481,151.205475,12,29,2004,22:00
12/29/2005 20:00,sault ste. marie (east of; algoma district)) (canada),on,ca,round,300,3-5 minutes,7 or 8 Large Orange glowing UFOs Rise&#44make patterns&#44and race in our southern night sky.,2/14/2006,46.521858,-84.34609,12,29,2005,20:00
12/29/2005 22:30,brisbane (queensland&#44 australia),,au,light,5400,1-1.5 hours,Object moving at impossible speed and coming to a dead stop while two other objects are also seen.,2/14/2006,-27.47101,153.024292,12,29,2005,22:30
12/29/2006 0:53,london (uk/england),,gb,egg/teardrop,15,15 seconds,just a light getting closer and closer then dissapered.,2/1/2007,51.514125,-0.093689,12,29,2006,0:53
12/29/2006 20:00,hervey bay (australia),,au,flare,60,1 min,slowly moving light that flared to 4 times its size then slowly dimmed down and dissapeared&#44 travelling a total distance of approx 20 m,2/1/2007,-25.285,152.873,12,29,2006,20:00
12/29/2007 0:50,vancouver (canada),bc,ca,other/unspecified,1.5,1.5 seconds,Large emerald green orb shaped light appearing suddenly seen in NW sky travelling initially in a northern direction&#44 then suddenl,3/4/2008,49.25,-123.133333,12,29,2007,0:50
12/29/2007 23:10,west sussex (uk/england),,gb,flare,30,30 seconds,a small orange glowing ball travelling very high and fast and totally silent. Horsham West Sussex&#44 England,3/4/2008,50.916667,-0.083333,12,29,2007,23:10
12/29/2009 20:00,kilmartin (uk/scotland),,gb,light,2,2 seconds,fast bright light that shot straight up into the sky.,2/14/2010,56.116667,-5.483333,12,29,2009,20:00
12/29/2009 23:20,middlesbrough (uk/england),,gb,flare,60,1 min,ball of fire,2/14/2010,54.572778,-1.162778,12,29,2009,23:20
12/29/2012 0:50,spencerville (canada),on,ca,light,10,10 seconds,Light appeared into sky through the window as i was watching TV and it zipped down zig zagging into the forest. It looked like a star b,2/4/2013,44.843305,-75.546362,12,29,2012,0:50
12/29/2013 19:20,yateley,,gb,flare,10,10 seconds,Red ball.,1/10/2014,51.341158,-0.825203,12,29,2013,19:20
12/30/2000 20:55,calgary (canada),ab,ca,flare,240,3-4 minutes,We videotaped a fireball crahing to earth....newsreporter &amp; scientist can&#39t explain our footage..,2/18/2001,51.083333,-114.083333,12,30,2000,20:55
12/30/2002 10:00,london (uk/england),,gb,other/unspecified,300,about 5 minits,i was visiting my grandmas on on new years in 2002&#44 we were playing cards in the living room and becouse of the smoke&#44 i left the room,8/11/2004,51.514125,-0.093689,12,30,2002,10:00
12/30/2002 19:30,prince albert (canada),sa,ca,round,5,5 sec,it looked like a satellite . same brightness and size travelling across the eastern sky. It then changed direction and increased speed,2/5/2003,53.2,-105.75,12,30,2002,19:30
12/30/2003 1:00,western queensland (qld&#44 australia),,au,light,900,15 mins,Two bright lights hovering one had a flashing red light,1/17/2004,-23.568135,140.679376,12,30,2003,1:00
12/30/2004 6:15,quebec (canada),qc,ca,light,300,5 min,The objects stayed in the sky without moving.,1/11/2005,46.8,-71.25,12,30,2004,6:15
12/30/2004 17:00,high river (canada),ab,ca,rectangle,900,15 minutes,3 hovering bars over mountains change brightness and move up and down and back and forth for 15 minutes,12/16/2005,50.583333,-113.866667,12,30,2004,17:00
12/30/2007 18:47,failsworth manchester,,gb,flare,600,10 minutes,floating fireball,2/14/2008,53.508131,-2.164444,12,30,2007,18:47
12/30/2007 20:15,alappuzha (india),,in,other/unspecified,30,about 30 seconds,I have the habit of watching the sky in the night time. During that time&#44 i watched that a light spot&#44 something like aero plane is mov,1/21/2008,9.498067,76.338848,12,30,2007,20:15
12/30/2008 17:45,littlehampton (uk/england),,gb,light,180,3 minutes,Orange light seen &#39taking off&#39 and disapearing over sea into distance,1/10/2009,50.8,-0.533333,12,30,2008,17:45
12/30/2010 17:30,courtenay (canada),bc,ca,light,30,30 seconds,Mysterious green light in night sky,1/5/2011,49.683333,-125,12,30,2010,17:30
12/30/2011 22:30,durban (south africa),,za,light,10,10 seconds,My wife&#44 daughter and I were sitting outside on the deck observing the stars when suddenly an intesly bright white flash lit up the are,2/10/2012,-29.85868,31.02184,12,30,2011,22:30
12/30/2012 19:50,suwon (30 miles south of) (south korea),,kr,flare,600,8-10 minutes,2 round balls of fire hovering over the southern part of South Korea-4 witnesses that I know of.,2/4/2013,37.263573,127.028601,12,30,2012,19:50
12/31/1998 23:50,macuto (venezuela),,ve,other/unspecified,5,5 sec.,objects moving at high velocity over the sea&#44 north to south coming from the caribbean sea.,9/9/2003,10.605,-66.894444,12,31,1998,23:50
12/31/1999 0:30,sudbury (canada),on,ca,round,300,5 min,2 bright orange balls of light followed one another in-line across the sky and then stopped and moved up and down vertically&#44 changing,12/2/2000,46.5,-80.966667,12,31,1999,0:30
12/31/1999 9:00,cali (colombia s.a.),,co,flare,14400,4 hours,One very big metallic UFO and 17 lights  near noon seen on the sunny sky on Cali-Colombia -12-31-99,12/3/2004,3.420556,-76.522222,12,31,1999,9:00
12/31/1999 11:00,cranbrook (canada),bc,ca,other/unspecified,60,1min,I dont know what it could have been&#44 it rocketed skyward at an extremely high rate of speed and looked like an up-side down tornado ris,2/11/2003,49.516667,-115.766667,12,31,1999,11:00
12/31/1999 23:50,gold coast (qld&#44 australia),,au,light,60,1min,australia newyears eve &#44  three brights stars spinning in the night sky above the goldcoast &#44 ufos wanted join the celebration,7/11/2000,-28.00029,153.430878,12,31,1999,23:50
12/31/1999 23:59,sydney (nsw&#44 australia),,au,light,180,3 mins,there were 3 of them &#44 maybe more but they were there and observing EVERYTHING.,3/16/2001,-33.861481,151.205475,12,31,1999,23:59
12/31/2000 1:05,lake macquarie (nsw&#44 australia),,au,light,240,4 minutes,bright red glow&#44 that appeared outside window&#44 on the horizon.  The light then intensified&#44 then disappeared.,1/3/2001,-33.093373,151.588982,12,31,2000,1:05
12/31/2001 9:00,leeds (uk/england),,gb,egg/teardrop,180,3 minutes,Teardrop,1/11/2002,53.8,-1.583333,12,31,2001,9:00
12/31/2001 23:20,victoria (canada),bc,ca,disk,20,20 seconds,My wife and I observed a dark brown/black disk shaped object with a dome of sorts on its top.,1/11/2002,46.216667,-63.483333,12,31,2001,23:20
12/31/2004 1:00,dunstable (uk/england),,gb,cone,900,15 mins,Cone shaped object,1/11/2005,51.883333,-0.516667,12,31,2004,1:00
12/31/2004 23:00,centurion (south africa),,za,round,2700,45min,sphere balls in sky,1/11/2005,-25.860278,28.189444,12,31,2004,23:00
12/31/2004 23:15,santiago (chile),,cl,rectangle,900,10-15 minutes,Very bright red-orange &quot;blinking&quot; light in northern horizon (west of Pleiades) - brighter than Mars&#44 two sightings&#44 Santiago&#44 Chile,1/11/2005,-33.46912,-70.641997,12,31,2004,23:15
12/31/2005 21:30,san luis&#44 r.c. (mexico)/yuma&#44 az,,mx,round,480,7-8 minutes,The red  glowing spheres in Mexico were first seen flying as a triangle and then went into a straight line.,3/11/2006,32.692651,-114.627692,12,31,2005,21:30
12/31/2005 22:20,salisbury east (australia),,au,round,300,4-5 mins,4 orange object&#39s seen over Adelaide&#44 South Australia,10/30/2006,-34.787691,138.65493,12,31,2005,22:20
12/31/2006 23:15,marikina (philippines),,ph,round,9900,2 hrs &amp; 45 min.,Sighting over Quezon City Philippines during midnight of December 31&#44 2006,2/1/2007,14.65073,121.102855,12,31,2006,23:15
12/31/2007 0:20,aldershot (uk/england),,gb,disk,240,3 to 4 minutes,3 Bright Orange Lights&#44 Moving North&#44 North Easterly&#44 Lasting 3 To 4 Minutes,2/14/2008,51.25,-0.766667,12,31,2007,0:20
12/31/2007 19:00,amersfoort (netherlands),,nl,cylinder,300,5 min.,Eight lighted UFO&#39s over Amersfoort sky in The Netherlands,1/21/2008,52.156111,5.387827,12,31,2007,19:00
12/31/2007 22:40,porto alegre (brazil),,br,light,60,1 minute,3 close satellite like points of light,2/14/2008,-30.034647,-51.217658,12,31,2007,22:40
12/31/2008 6:00,poyntzpass (northern ireland),,gb,light,900,10-15 minutes,Two orangy/yellow lights seen hovered and moving off really quickly at incredible speed. 500 Lights On Object0: Yes,1/10/2009,54.29368,-6.37523,12,31,2008,6:00
12/31/2008 22:00,london (uk/england),,gb,light,300,5 minutes,ufo lights seen,1/10/2009,51.514125,-0.093689,12,31,2008,22:00
12/31/2009 0:13,swindon (uk/england),,gb,round,840,14m,Sentient red lights move across a,2/14/2010,51.516667,-1.783333,12,31,2009,0:13
12/31/2009 19:30,troon (uk/scotland),,gb,round,600,10mins,This was a most clear concise sighting of totally inexplicable objects in perfect weather.,2/14/2010,55.533333,-4.666667,12,31,2009,19:30
12/31/2009 19:55,macclesfield (uk/england),,gb,other/unspecified,120,2 minuites,2 ornage lights-separate craft flying parallel&#44then disappeared,2/14/2010,53.25,-2.116667,12,31,2009,19:55
12/31/2009 22:15,preston (uk/england),,gb,light,60,60 seconds,Orange light moving quickly,2/14/2010,50.783333,-0.466667,12,31,2009,22:15
12/31/2009 23:45,sarpsborg (norway),,no,light,600,10 minutes,Two orange balls of light rose up from the sky and kept climbing upwards and over us. One of them was higher than the other and started,2/14/2010,59.284073,11.109403,12,31,2009,23:45
12/31/2011 0:30,fort erie (niagara) (canada),on,ca,light,120,2 minutes,Green on and off light with no craft associated moving faster than any jet plane can go &amp; direction change.,7/5/2013,42.9,-78.933333,12,31,2011,0:30
12/31/2011 23:00,broken hill,,au,round,60,60 seconds,Bright orange light moving horizontally across the sky.,1/12/2012,-31.955858,141.465136,12,31,2011,23:00
12/31/2011 23:59,taipei (taiwan),,tw,other/unspecified,42,42 seconds,2012 new years just before the clock striked 12 ufo flys around celebration of many people. VIDEO&#33,1/12/2012,25.091075,121.559834,12,31,2011,23:59
12/31/2012 19:45,sundra/delmas (south africa),,za,other/unspecified,300,unknown mabe 5 min,A red starlike craft.,2/4/2013,-26.18694,28.54667,12,31,2012,19:45
12/31/2012 21:00,rotherham (uk/england),,gb,light,300,5 minutes,Two bright orange lights.,2/4/2013,53.433333,-1.35,12,31,2012,21:00
12/31/2012 21:15,constanta (romania),,ro,round,60,1 minute,Large Glowing Sphere Floating in from the Black Sea over the City of Constanta Romania.,2/4/2013,44.173333,28.638333,12,31,2012,21:15
12/31/2012 22:30,douglas (isle of man) (uk/england),,gb,light,120,2 minutes,Orange&#44 large-ish&#44 fast moving&#44 light&#44 could have been attached to a solid craft&#44 Dougals&#44 Isle of Man.,2/4/2013,55.55,-3.85,12,31,2012,22:30
12/31/2013 0:00,tegucigalpa (honduras),,hn,light,60,60 seconds,UFOs over the Pacfic near Tegucigalpa&#44 Honduras.,1/10/2014,14.083333,-87.216667,12,31,2013,0:00
12/31/2013 21:05,north battleford (canada),sk,ca,round,300,5 minutes,A Large Bright Red Glowing Light.,1/10/2014,52.766667,-108.283333,12,31,2013,21:05
12/31/2013 23:00,north bay (canada),on,ca,light,300,5 minutes,Orange lights seend by 3 people Over North Bay&#44 Ontario.,1/10/2014,46.3,-79.45,12,31,2013,23:00
12/31/2013 23:30,melbourne (australia),,au,flare,180,3 minutes,We witnessed a large star like object glowing bright red/orange.  It was moving in all directions while kind of just hovering.,1/10/2014,-37.813938,144.963425,12,31,2013,23:30
12/31/2013 23:50,n&auml;ssj&ouml; (sweden),,se,other/unspecified,4200,70 minutes,No clue what it is&#44 but at least i have film.  Thats your job to work it out.,1/10/2014,57.653035,14.696725,12,31,2013,23:50
12/3/2000 23:30,new forest (uk/england),,gb,cylinder,60,1 min,it was flying low hovering at first the moving off slowly before it dissaperd,12/9/2000,50.833333,-1.6,12,3,2000,23:30
1/23/2001 15:30,ansbach (germany),,de,other/unspecified,240,4 min,Unknown object @ 50&#44000 ft.+(?) spotted in Germany.,2/18/2001,49.3,10.583333,1,23,2001,15:30
1/23/2001 19:30,kings county (canada),ns,ca,light,3300,55mins,I SEEN A STRANGE LIGHT IN THE NIGHT SKY JAN23/01.  ONE TIME  LAST SUMMER I SEEN A STRANGE FALLING OBJECT IN THE DAYLIGHT SKY OVER BLACK,2/18/2001,45.107249,-64.655264,1,23,2001,19:30
12/3/2002 6:45,port stewart (uk/ireland),,ie,light,2,a few seconds,BLUE FLASH.,12/23/2002,55.1793,-6.71575,12,3,2002,6:45
12/3/2002 8:00,maassluis (netherlands),,nl,other/unspecified,30,half hour,Ball shaped craft with lights in the middle.,12/23/2002,51.922607,4.254566,12,3,2002,8:00
1/23/2002 14:00,swan hills (canada),ab,ca,round,600,10 min,UFO remains fixed in the sky as commercial jets fly above it.,9/6/2002,54.716049,-115.40259,1,23,2002,14:00
1/23/2002 14:10,wolverhampton (uk/england),,gb,other/unspecified,900,15 min,4 &#39Star&#39 shaped and coloured craft descend and hover above 2 jets - Wolverhampton UK: 2 witnesses,7/16/2006,52.583333,-2.133333,1,23,2002,14:10
1/23/2002 21:50,melbourne (vic&#44 australia),,au,light,2700,45 minutes,WHILE STANDING IN MY BACK YARD THIS EVENING&#44 I OBSERVED WHAT APPEARED TO BE A PRETTY STANDARD LOOKING SATELLITE&#44 WHICH ARE OFTEN SEEN H,1/29/2002,-37.813938,144.963425,1,23,2002,21:50
12/3/2002 23:30,llandrindod wells (uk/wales),,gb,flare,45,45seconds,My friend noticed that it was clear night  and as she lives in rural locastion with little light polution she decided to view the stars,12/23/2002,52.233333,-3.383333,12,3,2002,23:30
12/3/2003 16:45,vernon (canada),bc,ca,light,1200,20 minutes,HBCCUFO CANADIAN REPORT:  A red sphere flashed by going south.,12/9/2003,46.183333,-62.883333,12,3,2003,16:45
1/23/2003 18:45,st.regis (canada),pq,ca,round,3,3 seconds,A glowing greenish ball of light  falls out of the night sky.,1/26/2003,45.001222,-74.650289,1,23,2003,18:45
12/3/2004 1:00,norquay (canada),sk,ca,round,1200,20 minutes,They were observing us.,12/3/2004,51.882039,-102.088284,12,3,2004,1:00
1/23/2006 2:00,camp taqaddum (iraq),,iq,light,2700,45 minutes +,Beams of light with an extremely slow pulse to it&#44 seen over vast desert and only seemingly visible through NVGs&#44 with a bright glow,2/1/2007,33.338196,43.596973,1,23,2006,2:00
12/3/2006 8:02,k&auml;rdla (estonia),,ee,flare,300,2-5.minutes,Y have seen fast moving fireball. Y am never seen that in our sky...First it was like plane...Next it gone like fireball and mo,12/7/2006,58.445168,26.560122,12,3,2006,8:02
12/3/2006 20:13,aylesbury (uk/england),,gb,round,180,3 mimutes,oval object in aylesbury,2/1/2007,51.816667,-0.8,12,3,2006,20:13
12/3/2006 21:00,new delhi (india),,in,flare,30,30 sec.,object like a fireball moving very fast in all direction for 30 sec. got a video and two pics also.,12/7/2006,28.635308,77.22496,12,3,2006,21:00
12/3/2008 17:05,yalta (crimea) (ukraine),,ua,disk,2700,45 min,orbed ufo with bright light luminescence in &amp; around it,1/10/2009,44.495205,34.166301,12,3,2008,17:05
1/23/2008 23:05,borden carleton (canada),pe,ca,diamond,600,10 minutes,The object was well lit up&#44 on the clear night&#44 was moving very slow&#44 also the object didn&#39t make any noise&#33,2/14/2008,46.253763,-63.692162,1,23,2008,23:05
12/3/2008 23:30,treherne (canada),mb,ca,light,300,5 minutes,Very bright round lights&#44 moving apart then together.,1/10/2009,49.633333,-98.7,12,3,2008,23:30
12/3/2009 3:00,manchester (uk/england),,gb,triangle,240,4 minutes,Mind Boggling Lights Seen In The Night Sky,2/14/2010,53.5,-2.216667,12,3,2009,3:00
